,Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
1364,Honda,Accord,2020,1.8,Diesel,Automatic,43859,2,3,12522
1365,Toyota,RAV4,2009,4.5,Hybrid,Automatic,12159,2,4,13556
1366,Ford,Fiesta,2021,3.1,Petrol,Automatic,118970,3,2,12620
1367,Hyundai,Sonata,2018,4.9,Petrol,Semi-Automatic,170433,5,2,10991
1368,Honda,CR-V,2017,5.0,Hybrid,Manual,297032,5,5,9259
1369,Ford,Fiesta,2017,2.1,Petrol,Automatic,122987,4,1,10340
1370,Chevrolet,Impala,2001,1.3,Diesel,Automatic,145662,4,3,4286
1371,Mercedes,GLA,2003,3.6,Petrol,Automatic,207893,2,2,5942
1372,Hyundai,Tucson,2015,2.4,Petrol,Automatic,116682,2,3,10166
1373,BMW,3 Series,2016,2.2,Petrol,Semi-Automatic,123732,3,2,8625
1374,Toyota,Corolla,2020,3.9,Diesel,Automatic,34167,3,4,14816
1375,Volkswagen,Tiguan,2003,3.4,Diesel,Manual,19996,3,2,8000
1376,Ford,Focus,2012,4.6,Hybrid,Automatic,206405,5,5,10671
1377,Toyota,Camry,2019,4.8,Petrol,Manual,142494,2,2,11750
1378,Mercedes,C-Class,2002,3.6,Hybrid,Semi-Automatic,173748,4,5,5825
1379,Hyundai,Sonata,2013,1.2,Petrol,Automatic,222661,3,4,6246
1380,Chevrolet,Impala,2022,4.9,Petrol,Automatic,102089,5,5,15058
1381,Hyundai,Sonata,2017,2.8,Diesel,Automatic,260479,3,1,8290
1382,Mercedes,C-Class,2008,3.4,Hybrid,Semi-Automatic,278091,3,2,5338
1383,Toyota,RAV4,2003,3.6,Hybrid,Semi-Automatic,207321,5,2,5453
1384,Chevrolet,Malibu,2018,2.8,Petrol,Automatic,230958,4,1,9180
1385,Volkswagen,Passat,2013,4.5,Hybrid,Semi-Automatic,65084,3,3,12198
1386,Volkswagen,Tiguan,2022,4.4,Hybrid,Manual,97612,4,4,14147
1387,Volkswagen,Tiguan,2003,3.2,Electric,Semi-Automatic,73151,4,4,8736
1388,Ford,Fiesta,2011,4.0,Hybrid,Automatic,210158,2,2,9696
1389,Kia,Sportage,2023,1.4,Electric,Semi-Automatic,244698,3,4,9506
1390,Kia,Rio,2011,2.2,Petrol,Semi-Automatic,274304,3,5,4113
1391,Audi,A4,2023,3.9,Electric,Manual,154684,3,3,13806
1392,Audi,Q5,2018,4.4,Hybrid,Automatic,149337,5,3,13413
1393,Mercedes,E-Class,2008,4.0,Diesel,Automatic,271248,4,2,6575
1394,Mercedes,C-Class,2004,2.5,Hybrid,Manual,98962,3,4,6820
1395,Volkswagen,Tiguan,2021,1.3,Diesel,Manual,164120,5,2,8417
1396,Volkswagen,Golf,2022,1.9,Electric,Automatic,24515,2,5,15609
1397,Kia,Rio,2023,2.4,Diesel,Automatic,180980,5,2,11280
1398,Honda,Accord,2020,3.0,Electric,Manual,42460,4,1,14250
1399,Ford,Focus,2005,1.6,Electric,Semi-Automatic,14853,3,3,8902
1400,Volkswagen,Golf,2000,2.1,Diesel,Automatic,70286,3,1,6294
1401,BMW,5 Series,2019,2.3,Hybrid,Semi-Automatic,270864,2,1,7682
1402,Toyota,Camry,2015,4.0,Diesel,Semi-Automatic,126329,5,2,10073
1403,Ford,Focus,2001,3.8,Hybrid,Automatic,226739,4,4,6165
1404,BMW,3 Series,2000,4.5,Electric,Semi-Automatic,274401,4,3,5111
1405,Hyundai,Sonata,2013,2.1,Electric,Automatic,227696,4,3,9046
1406,Toyota,Camry,2015,3.7,Electric,Semi-Automatic,74492,4,1,12810
1407,Ford,Fiesta,2022,2.9,Diesel,Semi-Automatic,135747,4,4,10885
1408,Kia,Optima,2011,3.0,Diesel,Manual,30805,5,3,9783
1409,Mercedes,C-Class,2023,1.5,Electric,Semi-Automatic,199403,3,5,10511
1410,Kia,Optima,2000,1.1,Hybrid,Manual,289881,3,3,2000
1411,Audi,A3,2023,4.6,Petrol,Semi-Automatic,292227,2,1,9755
1412,Honda,Accord,2017,1.4,Electric,Semi-Automatic,110132,2,5,10397
1413,Hyundai,Sonata,2008,3.9,Hybrid,Automatic,289316,3,2,7113
1414,Kia,Sportage,2022,2.8,Hybrid,Manual,281596,5,5,8868
1415,Volkswagen,Passat,2019,4.6,Hybrid,Automatic,28657,4,4,16326
1416,Hyundai,Tucson,2001,1.6,Diesel,Manual,209694,5,5,2000
1417,Volkswagen,Golf,2010,2.5,Diesel,Manual,296480,2,3,3670
1418,Chevrolet,Impala,2007,1.4,Diesel,Manual,193425,5,3,3731
1419,Kia,Optima,2004,2.3,Petrol,Semi-Automatic,142028,2,4,4759
1420,Volkswagen,Golf,2002,4.6,Hybrid,Manual,12628,2,1,10047
1421,Volkswagen,Golf,2015,4.7,Electric,Automatic,91544,3,1,14969
1422,Hyundai,Sonata,2007,4.9,Diesel,Semi-Automatic,30188,5,1,10496
1423,Toyota,Corolla,2016,1.6,Petrol,Semi-Automatic,67192,2,4,9156
1424,Ford,Explorer,2001,5.0,Hybrid,Manual,248527,3,2,5429
1425,BMW,5 Series,2003,3.0,Diesel,Semi-Automatic,245888,3,1,3082
1426,Toyota,RAV4,2005,1.4,Electric,Manual,153024,4,1,5939
1427,Ford,Focus,2023,2.5,Petrol,Manual,9847,4,4,13303
1428,Toyota,Camry,2012,4.8,Diesel,Manual,40530,2,3,11689
1429,BMW,X5,2010,3.8,Diesel,Manual,189193,3,5,7116
1430,Volkswagen,Tiguan,2003,3.5,Petrol,Manual,288928,3,3,2721
1431,Kia,Optima,2022,2.7,Diesel,Manual,154055,5,4,10318
1432,Volkswagen,Tiguan,2009,4.5,Hybrid,Manual,168429,5,5,8931
1433,Volkswagen,Tiguan,2015,1.1,Petrol,Semi-Automatic,53792,3,5,8624
1434,Ford,Explorer,2000,4.2,Petrol,Manual,185660,2,4,4586
1435,Hyundai,Sonata,2011,1.5,Diesel,Semi-Automatic,233134,4,1,4237
1436,BMW,5 Series,2018,1.2,Hybrid,Automatic,254393,4,1,8112
1437,Volkswagen,Tiguan,2009,3.0,Electric,Semi-Automatic,99726,5,1,9805
1438,Hyundai,Tucson,2004,2.5,Hybrid,Semi-Automatic,226047,3,1,4279
1439,Toyota,Corolla,2008,2.1,Diesel,Manual,20238,5,3,8195
1440,Kia,Rio,2020,4.6,Hybrid,Automatic,236754,3,5,12464
1441,Ford,Fiesta,2014,2.0,Petrol,Semi-Automatic,82299,3,2,8654
1442,Chevrolet,Impala,2008,2.8,Hybrid,Semi-Automatic,63673,3,3,9026
1443,Hyundai,Tucson,2010,3.3,Petrol,Automatic,124811,5,5,9403
1444,Ford,Fiesta,2007,1.3,Hybrid,Manual,32956,5,4,7840
1445,Toyota,RAV4,2007,2.6,Electric,Manual,237475,5,4,6050
1446,Honda,Accord,2005,4.8,Petrol,Semi-Automatic,71134,4,5,8977
1447,BMW,5 Series,2006,4.5,Petrol,Manual,284826,2,4,4703
1448,BMW,X5,2003,5.0,Diesel,Manual,288094,5,1,4238
1449,Volkswagen,Passat,2000,1.5,Electric,Automatic,160968,5,2,5880
1450,Toyota,RAV4,2007,4.4,Petrol,Semi-Automatic,293148,4,1,4737
1451,Toyota,Camry,2005,2.3,Petrol,Manual,283017,2,1,2239
1452,Mercedes,GLA,2008,4.0,Hybrid,Semi-Automatic,13396,3,5,11232
1453,Ford,Fiesta,2009,4.4,Diesel,Semi-Automatic,39084,3,5,10418
1454,Honda,Accord,2021,1.8,Diesel,Manual,116261,4,2,9874
1455,Hyundai,Elantra,2023,4.5,Electric,Semi-Automatic,79478,4,4,15910
1456,Toyota,Corolla,2005,3.7,Hybrid,Manual,180656,2,2,6686
1457,Mercedes,C-Class,2009,1.2,Hybrid,Manual,15053,3,4,8698
1458,Ford,Explorer,2002,4.0,Hybrid,Automatic,258945,4,3,6021
1459,Chevrolet,Impala,2018,4.7,Diesel,Automatic,190657,4,5,11886
1460,Ford,Fiesta,2013,3.6,Hybrid,Semi-Automatic,85702,4,1,10885
1461,Hyundai,Sonata,2002,3.7,Electric,Semi-Automatic,75401,4,5,8891
1462,Toyota,Camry,2022,1.5,Hybrid,Manual,276618,5,5,7667
1463,Audi,Q5,2009,2.8,Hybrid,Semi-Automatic,88059,3,4,8838
1464,Mercedes,GLA,2001,2.1,Diesel,Manual,36496,3,4,5770
1465,Toyota,Corolla,2007,3.4,Electric,Manual,165315,3,4,8293
1466,Hyundai,Tucson,2011,1.2,Electric,Semi-Automatic,216797,5,2,6264
1467,Hyundai,Elantra,2019,1.8,Hybrid,Semi-Automatic,287756,5,5,6844
1468,BMW,3 Series,2007,1.5,Electric,Manual,138200,3,1,6936
1469,Chevrolet,Impala,2019,5.0,Petrol,Automatic,266558,2,2,10968
1470,BMW,5 Series,2019,1.2,Diesel,Semi-Automatic,180993,3,5,7380
1471,Chevrolet,Equinox,2011,3.2,Electric,Manual,293123,3,4,6737
1472,Volkswagen,Tiguan,2008,1.9,Electric,Manual,92722,2,2,8545
1473,Honda,Civic,2005,4.4,Electric,Semi-Automatic,156422,5,3,8871
1474,Mercedes,C-Class,2000,3.0,Electric,Manual,19128,3,1,8717
1475,Volkswagen,Passat,2018,4.1,Electric,Semi-Automatic,159375,2,4,12412
1476,Kia,Rio,2021,3.5,Hybrid,Manual,58297,4,2,13734
1477,Ford,Fiesta,2020,2.7,Diesel,Manual,112323,4,2,10553
1478,BMW,5 Series,2006,2.4,Electric,Automatic,144613,4,2,8907
1479,Volkswagen,Tiguan,2005,1.9,Hybrid,Automatic,195977,4,1,6080
1480,Honda,Civic,2000,2.8,Diesel,Manual,67531,3,1,5549
1481,Toyota,RAV4,2018,4.9,Diesel,Semi-Automatic,89605,5,5,12607
1482,Volkswagen,Passat,2004,3.4,Petrol,Semi-Automatic,66782,5,2,7364
1483,Mercedes,GLA,2002,3.7,Electric,Manual,215352,2,4,6092
1484,Honda,Accord,2003,3.7,Hybrid,Manual,112013,5,3,7459
1485,Hyundai,Elantra,2008,4.6,Hybrid,Manual,190787,5,2,8284
1486,Ford,Focus,2019,3.6,Petrol,Automatic,230081,4,3,10298
1487,Honda,Accord,2015,2.5,Diesel,Manual,153086,4,4,8038
1488,Honda,Accord,2010,2.8,Diesel,Manual,114152,3,1,7616
1489,BMW,X5,2002,4.7,Electric,Semi-Automatic,140219,5,4,8595
1490,Mercedes,C-Class,2011,4.8,Diesel,Manual,192258,4,1,8354
1491,Audi,Q5,2007,4.2,Electric,Semi-Automatic,207120,2,4,8257
1492,Mercedes,GLA,2002,1.4,Electric,Automatic,65373,3,4,8292
1493,BMW,5 Series,2018,4.9,Electric,Semi-Automatic,91708,3,4,14565
1494,Toyota,RAV4,2018,3.1,Hybrid,Manual,151772,3,2,10564
1495,Toyota,RAV4,2023,4.0,Electric,Semi-Automatic,42653,5,3,16146
1496,Chevrolet,Impala,2006,3.0,Electric,Manual,9880,4,5,10702
1497,Volkswagen,Tiguan,2006,1.4,Electric,Automatic,158390,3,3,7632
1498,Ford,Focus,2007,4.5,Hybrid,Semi-Automatic,904,3,4,11681
1499,Honda,Civic,2019,2.5,Hybrid,Manual,131432,4,5,10671
1500,Volkswagen,Passat,2014,4.5,Hybrid,Semi-Automatic,174030,4,3,10319
1501,Toyota,Corolla,2010,2.2,Petrol,Manual,299385,3,1,3312
1502,BMW,3 Series,2012,2.7,Electric,Manual,153829,4,4,9323
1503,Volkswagen,Passat,2015,3.9,Diesel,Semi-Automatic,258572,5,4,7328
1504,Toyota,Corolla,2012,1.8,Diesel,Semi-Automatic,245309,3,5,4593
1505,Hyundai,Tucson,2019,1.5,Hybrid,Automatic,156595,2,1,10668
1506,Kia,Optima,2020,3.4,Petrol,Manual,243546,3,2,8629
1507,Volkswagen,Golf,2008,2.9,Petrol,Semi-Automatic,83358,5,4,7732
1508,Audi,A3,2015,3.8,Hybrid,Automatic,206636,2,2,10767
1509,Kia,Sportage,2023,4.8,Petrol,Semi-Automatic,114120,4,5,13517
1510,Toyota,Corolla,2013,1.5,Hybrid,Semi-Automatic,79587,4,3,8908
1511,Chevrolet,Impala,2011,2.2,Electric,Automatic,14245,3,1,12815
1512,Kia,Optima,2016,1.3,Electric,Manual,3066,5,4,12138
1513,Hyundai,Elantra,2003,3.6,Hybrid,Automatic,249838,4,3,6103
1514,Volkswagen,Golf,2020,4.4,Diesel,Manual,294239,2,3,8615
1515,Kia,Optima,2017,2.0,Petrol,Automatic,107656,2,5,10546
1516,Kia,Rio,2020,4.9,Petrol,Semi-Automatic,221594,5,5,10568
1517,Chevrolet,Malibu,2023,2.6,Hybrid,Manual,241277,3,1,9774
1518,BMW,X5,2003,4.6,Electric,Automatic,437,3,2,13091
1519,Audi,Q5,2014,1.7,Diesel,Manual,202918,3,3,5941
1520,Toyota,RAV4,2000,2.1,Petrol,Semi-Automatic,220704,3,4,2000
1521,Volkswagen,Tiguan,2017,4.4,Diesel,Manual,231171,2,5,8976
1522,Chevrolet,Impala,2002,3.5,Electric,Automatic,2288,3,5,11654
1523,Kia,Rio,2012,3.0,Hybrid,Manual,89882,5,5,9902
1524,Audi,A3,2021,3.1,Hybrid,Automatic,7341,5,4,15853
1525,Chevrolet,Impala,2007,2.2,Diesel,Manual,71850,3,2,6963
1526,Kia,Sportage,2019,2.5,Diesel,Manual,31834,4,3,11663
1527,Mercedes,E-Class,2007,4.2,Diesel,Automatic,54454,2,2,10810
1528,Honda,Civic,2022,2.0,Hybrid,Manual,188473,2,5,9930
1529,Mercedes,E-Class,2021,2.9,Electric,Manual,266532,2,3,9969
1530,Volkswagen,Golf,2002,1.3,Hybrid,Manual,134865,5,5,4302
1531,Kia,Optima,2010,4.2,Electric,Manual,172471,4,1,9850
1532,Hyundai,Elantra,2014,2.0,Electric,Automatic,289946,2,1,8001
1533,Chevrolet,Malibu,2011,1.7,Diesel,Manual,241494,4,1,4270
1534,Audi,Q5,2004,2.9,Diesel,Manual,133338,3,1,5533
1535,Mercedes,C-Class,2021,4.3,Electric,Manual,230823,5,1,12083
1536,Ford,Fiesta,2017,4.7,Hybrid,Manual,51156,4,3,13876
1537,Honda,CR-V,2005,2.7,Petrol,Semi-Automatic,7234,4,4,8155
1538,Toyota,Corolla,2005,1.4,Diesel,Semi-Automatic,264092,3,1,2000
1539,Hyundai,Sonata,2007,1.8,Petrol,Manual,180423,3,3,4391
1540,Ford,Fiesta,2013,2.2,Hybrid,Semi-Automatic,83519,2,3,9529
1541,Mercedes,E-Class,2018,1.8,Diesel,Semi-Automatic,209216,3,3,7115
1542,Chevrolet,Impala,2009,2.2,Electric,Semi-Automatic,188173,3,5,7236
1543,Toyota,RAV4,2001,1.7,Electric,Automatic,184210,2,3,5915
1544,BMW,X5,2012,1.1,Diesel,Semi-Automatic,235097,4,2,4098
1545,Volkswagen,Tiguan,2002,4.7,Electric,Manual,92327,2,4,9553
1546,Hyundai,Sonata,2015,4.2,Electric,Semi-Automatic,39016,3,3,14019
1547,Chevrolet,Impala,2019,2.3,Diesel,Semi-Automatic,197549,2,3,8149
1548,Kia,Rio,2016,4.1,Petrol,Semi-Automatic,90811,3,4,11183
1549,Chevrolet,Equinox,2021,4.1,Hybrid,Automatic,192897,5,3,13142
1550,Hyundai,Tucson,2016,2.9,Hybrid,Semi-Automatic,218335,4,2,8433
1551,Audi,A4,2002,3.6,Electric,Manual,172993,4,1,6840
1552,Chevrolet,Malibu,2009,4.7,Electric,Automatic,287375,3,5,9252
1553,Mercedes,C-Class,2014,4.9,Hybrid,Automatic,284339,5,2,10013
1554,Chevrolet,Impala,2015,3.9,Hybrid,Manual,268167,3,3,8136
1555,Honda,CR-V,2010,4.4,Hybrid,Automatic,209455,3,5,9810
1556,BMW,5 Series,2014,2.1,Diesel,Automatic,247483,4,4,6950
1557,Ford,Explorer,2020,4.9,Diesel,Automatic,113616,3,3,14227
1558,Chevrolet,Malibu,2001,4.5,Diesel,Automatic,13424,3,5,10131
1559,Hyundai,Sonata,2004,2.4,Petrol,Manual,40005,2,1,6899
1560,Audi,Q5,2007,3.2,Petrol,Manual,53874,5,4,8322
1561,BMW,5 Series,2010,4.8,Electric,Semi-Automatic,224853,2,1,9402
1562,Honda,CR-V,2015,4.5,Electric,Automatic,174315,4,4,13113
1563,Audi,Q5,2008,4.3,Diesel,Semi-Automatic,270670,3,2,5386
1564,Toyota,Camry,2009,4.2,Hybrid,Manual,259739,4,1,6805
1565,Hyundai,Elantra,2007,3.7,Petrol,Manual,126660,5,2,7366
1566,Honda,Civic,2020,4.7,Electric,Automatic,183276,3,5,14634
1567,Volkswagen,Golf,2006,1.4,Electric,Semi-Automatic,291291,4,4,3474
1568,BMW,5 Series,2011,3.3,Hybrid,Semi-Automatic,122967,3,3,9240
1569,Volkswagen,Golf,2002,3.1,Hybrid,Semi-Automatic,80423,3,3,7191
1570,Chevrolet,Malibu,2005,3.9,Hybrid,Manual,258964,2,3,5320
1571,Honda,Accord,2006,4.1,Petrol,Manual,53559,2,1,8928
1572,Chevrolet,Equinox,2005,2.1,Electric,Manual,23508,3,2,9229
1573,Toyota,Corolla,2014,2.6,Electric,Semi-Automatic,190357,5,4,9092
1574,BMW,5 Series,2003,3.7,Diesel,Semi-Automatic,98183,2,4,6736
1575,Audi,A3,2018,4.1,Diesel,Manual,194680,4,1,9706
1576,Chevrolet,Impala,2004,3.4,Diesel,Manual,220116,4,3,4297
1577,Chevrolet,Malibu,2004,2.0,Electric,Automatic,218600,2,1,6428
1578,Ford,Fiesta,2016,2.4,Electric,Manual,242797,2,3,8444
1579,Kia,Sportage,2010,1.3,Hybrid,Semi-Automatic,195406,3,1,5491
1580,Chevrolet,Impala,2011,1.7,Petrol,Manual,205613,5,5,4987
1581,Kia,Optima,2021,4.0,Electric,Semi-Automatic,39843,4,5,15603
1582,Chevrolet,Impala,2004,3.2,Petrol,Manual,74305,3,5,7013
1583,Ford,Focus,2003,3.2,Hybrid,Manual,247360,4,1,4252
1584,Ford,Explorer,2010,3.0,Electric,Manual,9463,4,4,11910
1585,Chevrolet,Malibu,2019,2.5,Hybrid,Semi-Automatic,65264,2,5,11994
1586,Honda,CR-V,2016,3.6,Diesel,Manual,85010,4,1,10799
1587,Ford,Fiesta,2009,2.7,Petrol,Semi-Automatic,181856,2,1,5862
1588,Hyundai,Elantra,2009,3.4,Petrol,Semi-Automatic,83750,5,4,8525
1589,Toyota,Camry,2014,1.8,Electric,Manual,142119,4,3,9257
1590,Audi,Q5,2014,4.4,Petrol,Automatic,97537,4,3,12249
1591,Chevrolet,Impala,2017,3.0,Electric,Automatic,20308,3,4,15293
1592,Honda,Civic,2011,4.5,Electric,Manual,204561,5,2,9808
1593,Chevrolet,Impala,2020,4.9,Hybrid,Automatic,268777,2,5,12124
1594,Volkswagen,Golf,2019,3.3,Electric,Manual,64548,3,1,13809
1595,Mercedes,E-Class,2011,1.4,Electric,Semi-Automatic,208998,2,4,6620
1596,Honda,CR-V,2000,1.3,Electric,Manual,263968,4,1,2120
1597,Honda,CR-V,2020,4.3,Electric,Semi-Automatic,20484,3,2,15990
1598,Audi,A4,2017,3.3,Hybrid,Automatic,95902,4,2,13081
1599,Audi,A3,2006,1.4,Electric,Automatic,103578,2,4,8728
1600,BMW,5 Series,2005,4.3,Hybrid,Semi-Automatic,80192,3,5,9296
1601,Volkswagen,Tiguan,2005,1.9,Electric,Manual,51361,4,3,8472
1602,Ford,Focus,2022,3.7,Electric,Automatic,207358,2,3,13752
1603,Chevrolet,Malibu,2013,2.7,Electric,Automatic,232392,5,5,9552
1604,Ford,Explorer,2002,4.6,Diesel,Automatic,222292,4,3,6354
1605,Honda,Accord,2010,1.4,Diesel,Semi-Automatic,288198,2,2,2736
1606,Mercedes,C-Class,2012,2.6,Electric,Automatic,67976,4,5,12440
1607,Honda,Civic,2001,4.0,Hybrid,Automatic,1383,4,4,10872
1608,Toyota,Camry,2005,3.8,Diesel,Semi-Automatic,262618,3,1,4147
1609,Honda,Accord,2018,1.5,Diesel,Semi-Automatic,125435,4,2,8491
1610,Toyota,RAV4,2021,1.8,Hybrid,Automatic,230631,2,3,10087
1611,BMW,3 Series,2008,1.5,Petrol,Manual,154191,5,5,4916
1612,Honda,Civic,2005,2.2,Diesel,Automatic,212060,5,4,5058
1613,Ford,Focus,2009,3.6,Diesel,Manual,222222,4,1,5955
1614,Mercedes,GLA,2010,3.4,Electric,Automatic,212166,2,2,9756
1615,Honda,CR-V,2017,3.2,Hybrid,Automatic,93604,4,5,13027
1616,Chevrolet,Impala,2010,4.5,Diesel,Manual,202890,3,4,7542
1617,Toyota,RAV4,2014,4.1,Petrol,Manual,133938,3,3,9721
1618,Mercedes,GLA,2023,1.6,Hybrid,Semi-Automatic,198863,4,3,9622
1619,Mercedes,GLA,2009,3.1,Petrol,Manual,31670,3,2,9266
1620,Ford,Explorer,2000,3.3,Diesel,Manual,92704,2,1,5545
1621,Kia,Rio,2016,3.5,Hybrid,Manual,147604,4,3,10447
1622,Honda,Accord,2021,1.9,Hybrid,Semi-Automatic,24244,4,4,12815
1623,Chevrolet,Impala,2019,3.0,Hybrid,Manual,34648,2,5,13107
1624,Honda,Accord,2016,4.1,Electric,Manual,139325,5,3,12213
1625,Hyundai,Elantra,2006,4.5,Diesel,Manual,292614,4,2,4547
1626,Audi,A4,2010,1.5,Diesel,Automatic,93634,3,3,8227
1627,BMW,5 Series,2011,3.1,Petrol,Semi-Automatic,168566,2,5,7128
1628,Chevrolet,Malibu,2011,3.1,Electric,Automatic,225747,3,2,9485
1629,BMW,3 Series,2011,1.2,Hybrid,Automatic,201386,5,3,7072
1630,Hyundai,Sonata,2010,1.8,Diesel,Semi-Automatic,264223,3,1,3615
1631,BMW,3 Series,2014,3.1,Electric,Automatic,174169,2,2,11416
1632,Toyota,RAV4,2014,1.1,Hybrid,Manual,291608,4,3,4567
1633,Ford,Explorer,2021,3.9,Petrol,Automatic,128902,2,4,13221
1634,Ford,Focus,2016,2.9,Diesel,Automatic,120127,4,5,10897
1635,Ford,Fiesta,2023,3.0,Diesel,Semi-Automatic,296982,2,5,8060
1636,Toyota,Corolla,2008,4.3,Petrol,Automatic,60987,4,3,11080
1637,Toyota,Camry,2014,1.5,Hybrid,Manual,294361,3,1,4912
1638,Kia,Optima,2006,4.6,Petrol,Semi-Automatic,289058,4,2,4718
1639,Honda,Accord,2012,4.4,Electric,Automatic,192668,4,2,11746
1640,BMW,5 Series,2009,1.7,Diesel,Manual,59558,4,2,7308
1641,Mercedes,C-Class,2015,3.5,Diesel,Automatic,217659,2,3,9246
1642,Honda,Accord,2010,1.5,Hybrid,Semi-Automatic,91828,3,5,7763
1643,Hyundai,Tucson,2010,2.1,Petrol,Semi-Automatic,44690,3,4,8306
1644,BMW,3 Series,2017,3.7,Diesel,Manual,182293,2,4,9254
1645,BMW,X5,2023,3.2,Petrol,Semi-Automatic,226042,4,5,9679
1646,Chevrolet,Malibu,2001,4.0,Petrol,Manual,156848,5,5,5263
1647,Audi,Q5,2023,1.2,Diesel,Semi-Automatic,11565,4,4,11968
1648,Kia,Optima,2014,1.4,Diesel,Manual,86788,5,4,7964
1649,Hyundai,Elantra,2021,4.4,Hybrid,Automatic,139803,3,4,14503
1650,Honda,Accord,2005,1.7,Diesel,Automatic,237985,5,1,4040
1651,Mercedes,E-Class,2014,2.6,Diesel,Manual,166129,2,2,7577
1652,Volkswagen,Passat,2019,3.5,Petrol,Automatic,241961,3,1,9960
1653,Chevrolet,Equinox,2022,1.1,Hybrid,Semi-Automatic,235673,3,2,8086
1654,Honda,CR-V,2015,3.8,Hybrid,Semi-Automatic,234430,3,1,8711
1655,Volkswagen,Tiguan,2005,4.7,Petrol,Manual,150442,3,5,7291
1656,Toyota,RAV4,2012,2.2,Petrol,Semi-Automatic,184186,2,5,6216
1657,Kia,Sportage,2023,1.7,Petrol,Semi-Automatic,52144,4,1,11657
1658,Mercedes,E-Class,2013,2.9,Diesel,Manual,116858,4,3,8562
1659,Honda,CR-V,2013,4.5,Diesel,Manual,37452,3,2,11750
1660,Ford,Explorer,2002,1.6,Diesel,Manual,12478,5,5,6050
1661,Toyota,Camry,2000,1.2,Hybrid,Semi-Automatic,85386,3,4,4592
1662,Hyundai,Tucson,2007,3.4,Diesel,Manual,200597,4,1,5588
1663,Audi,A4,2000,1.8,Diesel,Automatic,44891,2,3,6502
1664,Toyota,RAV4,2018,3.0,Petrol,Automatic,39526,5,3,13209
1665,Chevrolet,Malibu,2005,1.5,Electric,Manual,42171,3,4,8256
1666,Honda,CR-V,2020,4.0,Hybrid,Automatic,138575,2,4,13828
1667,BMW,3 Series,2022,2.5,Hybrid,Automatic,73285,5,3,14234
1668,Toyota,Camry,2007,2.2,Petrol,Automatic,67973,2,1,8540
1669,Mercedes,E-Class,2008,5.0,Electric,Manual,50096,2,2,12498
1670,Hyundai,Sonata,2006,1.9,Hybrid,Semi-Automatic,13435,3,5,8531
1671,Kia,Rio,2000,3.5,Diesel,Manual,202264,5,4,3554
1672,Volkswagen,Golf,2009,2.2,Electric,Semi-Automatic,161642,3,1,7767
1673,Honda,CR-V,2021,4.6,Hybrid,Automatic,173195,3,3,14036
1674,Toyota,Corolla,2006,3.7,Hybrid,Automatic,28336,5,5,11533
1675,Kia,Rio,2011,3.4,Petrol,Semi-Automatic,194364,2,5,6912
1676,Audi,A4,2011,3.6,Petrol,Manual,91365,2,2,9172
1677,Volkswagen,Tiguan,2023,4.1,Hybrid,Automatic,72819,3,4,16143
1678,Hyundai,Tucson,2015,3.3,Petrol,Automatic,31069,3,5,12778
1679,Volkswagen,Passat,2005,2.1,Hybrid,Automatic,165428,3,1,6891
1680,Audi,A3,2004,4.6,Petrol,Automatic,20308,3,4,10993
1681,Mercedes,C-Class,2000,4.1,Petrol,Semi-Automatic,70784,4,2,6784
1682,Audi,A4,2005,3.1,Hybrid,Automatic,43525,4,5,10329
1683,Audi,A4,2008,3.6,Hybrid,Manual,228784,4,2,6524
1684,Volkswagen,Golf,2006,1.4,Electric,Semi-Automatic,244511,3,5,4409
1685,Honda,CR-V,2004,2.2,Hybrid,Semi-Automatic,62278,4,3,7254
1686,Chevrolet,Impala,2019,2.3,Petrol,Automatic,146849,2,5,10663
1687,Ford,Fiesta,2012,3.0,Petrol,Automatic,173506,2,1,8729
1688,Kia,Sportage,2023,1.2,Electric,Manual,190846,2,5,10383
1689,Audi,A4,2018,2.9,Diesel,Manual,8842,5,2,12223
1690,Kia,Rio,2022,4.2,Hybrid,Semi-Automatic,21289,2,5,15474
1691,Audi,A4,2010,3.8,Diesel,Automatic,271969,5,4,6960
1692,Hyundai,Tucson,2023,3.4,Diesel,Automatic,169381,2,3,12512
1693,Chevrolet,Impala,2001,4.3,Diesel,Manual,117685,3,5,6346
1694,Kia,Optima,2014,3.7,Petrol,Semi-Automatic,96918,4,5,10061
1695,BMW,3 Series,2013,1.5,Hybrid,Automatic,208293,2,4,7834
1696,Honda,Accord,2012,2.8,Hybrid,Semi-Automatic,135966,3,1,8780
1697,Ford,Focus,2002,2.8,Electric,Automatic,293330,3,3,5133
1698,Ford,Focus,2009,4.1,Electric,Semi-Automatic,244248,4,5,8015
1699,Hyundai,Tucson,2010,2.4,Hybrid,Manual,235850,4,4,5783
1700,Toyota,Camry,2016,2.0,Hybrid,Automatic,115571,2,3,11088
1701,Kia,Optima,2013,1.8,Diesel,Semi-Automatic,36507,4,5,9069
1702,Ford,Fiesta,2002,1.7,Petrol,Automatic,210171,5,2,3696
1703,Audi,Q5,2023,3.6,Hybrid,Semi-Automatic,245796,4,2,10684
1704,Mercedes,GLA,2014,4.9,Electric,Manual,12671,2,5,14946
1705,Audi,A4,2002,3.6,Petrol,Semi-Automatic,259700,4,5,3106
