Brand,Model,Year,Transmission,Mileage,Price
Honda,CR-V,2013,Manual,37452,11750
Ford,Explorer,2002,Manual,12478,6050
Toyota,Camry,2000,Semi-Automatic,85386,4592
Hyundai,Tucson,2007,Manual,200597,5588
Audi,A4,2000,Automatic,44891,6502
Toyota,RAV4,2018,Automatic,39526,13209
Chevrolet,Malibu,2005,Manual,42171,8256
Honda,CR-V,2020,Automatic,138575,13828
BMW,3 Series,2022,Automatic,73285,14234
Toyota,Camry,2007,Automatic,67973,8540
Mercedes,E-Class,2008,Manual,50096,12498
Hyundai,Sonata,2006,Semi-Automatic,13435,8531
Kia,Rio,2000,Manual,202264,3554
Volkswagen,Golf,2009,Semi-Automatic,161642,7767
Honda,CR-V,2021,Automatic,173195,14036
Toyota,Corolla,2006,Automatic,28336,11533
Kia,Rio,2011,Semi-Automatic,194364,6912
Audi,A4,2011,Manual,91365,9172
Volkswagen,Tiguan,2023,Automatic,72819,16143
Hyundai,Tucson,2015,Automatic,31069,12778
Volkswagen,Passat,2005,Automatic,165428,6891
Audi,A3,2004,Automatic,20308,10993
Mercedes,C-Class,2000,Semi-Automatic,70784,6784
Audi,A4,2005,Automatic,43525,10329
Audi,A4,2008,Manual,228784,6524
Volkswagen,Golf,2006,Semi-Automatic,244511,4409
Honda,CR-V,2004,Semi-Automatic,62278,7254
Chevrolet,Impala,2019,Automatic,146849,10663
Ford,Fiesta,2012,Automatic,173506,8729
Kia,Sportage,2023,Manual,190846,10383
Audi,A4,2018,Manual,8842,12223
Kia,Rio,2022,Semi-Automatic,21289,15474
Audi,A4,2010,Automatic,271969,6960
Hyundai,Tucson,2023,Automatic,169381,12512
Chevrolet,Impala,2001,Manual,117685,6346
Kia,Optima,2014,Semi-Automatic,96918,10061
BMW,3 Series,2013,Automatic,208293,7834
Honda,Accord,2012,Semi-Automatic,135966,8780
Ford,Focus,2002,Automatic,293330,5133
Ford,Focus,2009,Semi-Automatic,244248,8015
Hyundai,Tucson,2010,Manual,235850,5783
Toyota,Camry,2016,Automatic,115571,11088
Kia,Optima,2013,Semi-Automatic,36507,9069
Ford,Fiesta,2002,Automatic,210171,3696
Audi,Q5,2023,Semi-Automatic,245796,10684
Mercedes,GLA,2014,Manual,12671,14946
Audi,A4,2002,Semi-Automatic,259700,3106
Chevrolet,Impala,2008,Manual,173500,6630
Chevrolet,Impala,2023,Automatic,281615,8967
Kia,Rio,2020,Manual,142392,9452
Kia,Optima,2023,Semi-Automatic,189334,8813
BMW,5 Series,2001,Semi-Automatic,55663,4486
BMW,5 Series,2022,Automatic,229332,11713
Honda,Accord,2008,Manual,120374,8492
Hyundai,Elantra,2015,Automatic,36064,11178
Honda,Civic,2014,Semi-Automatic,247925,8241
BMW,3 Series,2023,Automatic,142564,14848
Toyota,RAV4,2017,Automatic,196995,9860
Hyundai,Elantra,2023,Manual,74502,13609
Hyundai,Tucson,2011,Manual,298757,6124
Volkswagen,Golf,2008,Semi-Automatic,179010,6919
Hyundai,Sonata,2007,Automatic,97552,8548
Mercedes,GLA,2001,Manual,105088,3698
Volkswagen,Passat,2006,Semi-Automatic,149573,6708
Chevrolet,Impala,2013,Automatic,21396,12972
Honda,CR-V,2002,Manual,84234,7915
Toyota,RAV4,2013,Semi-Automatic,87831,7743
Audi,A4,2022,Semi-Automatic,109649,12507
Volkswagen,Passat,2022,Automatic,28004,13039
Kia,Optima,2012,Manual,259817,6403
Audi,A4,2013,Automatic,233742,10325
Volkswagen,Tiguan,2020,Manual,172227,9955
Toyota,RAV4,2011,Automatic,13473,14630
Honda,Civic,2003,Semi-Automatic,170089,5098
BMW,X5,2020,Manual,54614,12107
Kia,Optima,2006,Manual,276138,6177
Hyundai,Elantra,2006,Manual,227665,2546
BMW,3 Series,2021,Semi-Automatic,85775,10784
Chevrolet,Impala,2020,Semi-Automatic,7623,13947
Kia,Rio,2006,Manual,134712,7305
Volkswagen,Tiguan,2009,Manual,252720,6345
BMW,X5,2016,Automatic,69374,11212
Audi,A3,2022,Automatic,286355,12972
Hyundai,Tucson,2018,Automatic,3022,13539
BMW,X5,2007,Semi-Automatic,140717,6885
Audi,A4,2022,Manual,94696,11206
Volkswagen,Golf,2000,Automatic,36648,7767
Volkswagen,Golf,2012,Manual,182056,7258
Ford,Fiesta,2007,Automatic,210486,6390
Kia,Rio,2006,Manual,119785,7504
Ford,Focus,2020,Automatic,222571,11348
Kia,Rio,2015,Semi-Automatic,181782,8664
Chevrolet,Equinox,2012,Semi-Automatic,277925,5441
Honda,Civic,2012,Manual,206605,7267
Chevrolet,Malibu,2007,Manual,288298,4034
Volkswagen,Tiguan,2012,Automatic,34356,9812
Ford,Focus,2006,Semi-Automatic,204468,5110
Toyota,Corolla,2007,Semi-Automatic,164847,7003
Ford,Explorer,2007,Manual,256751,5964
Audi,A4,2022,Manual,199301,10513
Chevrolet,Impala,2022,Automatic,146938,11061
Mercedes,GLA,2006,Automatic,185420,6291
Volkswagen,Golf,2022,Manual,185988,9680
Hyundai,Elantra,2006,Automatic,294825,7503
Kia,Optima,2011,Automatic,186782,6764
Honda,CR-V,2012,Manual,138932,7221
Mercedes,C-Class,2004,Automatic,32252,10354
Ford,Explorer,2010,Semi-Automatic,152776,7244
Chevrolet,Equinox,2003,Automatic,61700,10766
Mercedes,E-Class,2021,Semi-Automatic,31848,14563
Mercedes,GLA,2022,Manual,3788,12924
Audi,A3,2019,Automatic,60084,13298
Honda,Civic,2023,Manual,72025,14159
Mercedes,GLA,2010,Automatic,251783,7264
Chevrolet,Equinox,2011,Automatic,35655,12686
Chevrolet,Malibu,2019,Manual,11001,12079
BMW,3 Series,2003,Manual,48097,8738
Mercedes,GLA,2023,Manual,9218,14115
Toyota,Camry,2023,Automatic,73774,13624
Ford,Explorer,2007,Manual,183051,7238
Audi,A4,2010,Semi-Automatic,124510,7809
Mercedes,GLA,2012,Manual,200981,8680
BMW,3 Series,2008,Manual,17194,9556
Chevrolet,Equinox,2007,Manual,108716,10025
Ford,Fiesta,2017,Automatic,6319,11973
Kia,Optima,2018,Manual,100084,8998
Honda,Civic,2015,Manual,59678,11106
Volkswagen,Golf,2013,Semi-Automatic,167096,8958
Ford,Focus,2010,Automatic,290186,6196
Toyota,Corolla,2005,Automatic,186080,9878
Ford,Focus,2001,Semi-Automatic,67832,5043
Chevrolet,Equinox,2016,Manual,72828,12343
Kia,Sportage,2014,Manual,13682,9026
Kia,Rio,2002,Automatic,103334,6633
Chevrolet,Malibu,2023,Semi-Automatic,125172,12296
Audi,A3,2007,Semi-Automatic,3514,9529
Mercedes,E-Class,2008,Manual,106591,10168
Toyota,Camry,2008,Semi-Automatic,211463,4870
Hyundai,Sonata,2012,Semi-Automatic,134479,7110
Kia,Optima,2017,Automatic,166993,13960
Toyota,RAV4,2000,Manual,238229,2000
Chevrolet,Malibu,2012,Automatic,165196,12796
Volkswagen,Passat,2006,Automatic,65918,12981
Hyundai,Tucson,2010,Semi-Automatic,284632,3607
BMW,X5,2020,Semi-Automatic,133294,11834
Honda,CR-V,2012,Automatic,72724,10845
Honda,Accord,2017,Semi-Automatic,151252,7174
Honda,Accord,2013,Manual,182736,8945
Volkswagen,Tiguan,2009,Automatic,116854,10862
Hyundai,Tucson,2003,Automatic,245891,2682
Kia,Rio,2004,Manual,285701,4485
Volkswagen,Golf,2022,Semi-Automatic,164969,8500
Toyota,Corolla,2006,Semi-Automatic,21306,10773
Audi,A4,2017,Semi-Automatic,152772,8044
Toyota,RAV4,2002,Manual,279351,3612
Hyundai,Elantra,2005,Automatic,36156,8376
Audi,A3,2019,Automatic,130959,12380
Ford,Fiesta,2010,Manual,145953,7780
Volkswagen,Passat,2020,Semi-Automatic,13344,16133
Honda,Civic,2018,Automatic,39465,14810
Volkswagen,Golf,2004,Semi-Automatic,65347,6893
Hyundai,Elantra,2005,Manual,275360,5492
BMW,X5,2006,Automatic,239060,4218
Hyundai,Tucson,2023,Automatic,141572,14168
BMW,X5,2010,Semi-Automatic,174164,6616
Kia,Optima,2022,Automatic,260953,13980
Toyota,Corolla,2019,Manual,55370,12692
BMW,3 Series,2012,Automatic,161431,9971
Volkswagen,Golf,2001,Automatic,159349,7013
Mercedes,C-Class,2020,Manual,177299,9054
Audi,A3,2012,Automatic,76005,11979
Toyota,Camry,2002,Manual,102549,4349
Ford,Focus,2003,Automatic,72117,8357
BMW,5 Series,2000,Automatic,90949,9181
Volkswagen,Passat,2018,Semi-Automatic,77132,10957
BMW,5 Series,2008,Automatic,96132,10677
Honda,Civic,2017,Manual,214703,10505
Hyundai,Tucson,2007,Manual,61157,7276
Mercedes,GLA,2004,Automatic,220120,7497
Audi,Q5,2005,Automatic,127914,9541
Mercedes,C-Class,2014,Semi-Automatic,93908,11121
Volkswagen,Tiguan,2008,Automatic,271567,7168
BMW,5 Series,2017,Manual,67229,12255
Volkswagen,Passat,2011,Automatic,217628,9047
Volkswagen,Golf,2005,Semi-Automatic,12018,6359
Ford,Fiesta,2007,Manual,164557,7008
Chevrolet,Impala,2003,Automatic,48225,9835
BMW,X5,2018,Semi-Automatic,80745,10485
Chevrolet,Malibu,2019,Automatic,216108,11177
Ford,Fiesta,2023,Manual,131367,12672
Audi,A4,2004,Semi-Automatic,36797,8364
Ford,Explorer,2008,Semi-Automatic,136205,7175
Toyota,RAV4,2016,Semi-Automatic,89271,9614
Mercedes,C-Class,2010,Semi-Automatic,268505,6029
Honda,CR-V,2013,Automatic,252912,7941
Audi,A3,2014,Semi-Automatic,109357,9312
Audi,Q5,2020,Semi-Automatic,205760,10384
Volkswagen,Passat,2005,Manual,8332,8733
Audi,A4,2018,Automatic,36774,11864
Audi,A3,2015,Manual,293281,7134
Hyundai,Elantra,2002,Manual,28597,8428
Volkswagen,Tiguan,2023,Automatic,241576,10068
Mercedes,E-Class,2004,Automatic,6686,11966
Kia,Rio,2005,Semi-Automatic,251675,5066
Chevrolet,Impala,2020,Automatic,293448,10531
Chevrolet,Equinox,2011,Semi-Automatic,218104,7337
BMW,5 Series,2007,Semi-Automatic,54474,11110
Kia,Optima,2001,Automatic,206883,5762
Audi,A4,2013,Manual,159818,10303
Kia,Optima,2021,Automatic,221369,10072
Audi,A4,2009,Semi-Automatic,200779,9484
Ford,Fiesta,2023,Manual,177302,12253
Chevrolet,Impala,2021,Manual,114586,10708
Hyundai,Sonata,2001,Semi-Automatic,166014,2379
Kia,Optima,2022,Semi-Automatic,193631,8327
Hyundai,Tucson,2007,Automatic,28536,10629
Hyundai,Sonata,2005,Manual,153813,8223
Kia,Optima,2007,Automatic,108785,10524
Kia,Rio,2005,Automatic,62128,11357
Honda,Accord,2020,Semi-Automatic,5872,14182
Kia,Optima,2012,Manual,63914,9021
Audi,A3,2013,Manual,104625,9007
Volkswagen,Passat,2005,Manual,245916,3881
Audi,A3,2009,Manual,37980,9640
Ford,Fiesta,2010,Semi-Automatic,172905,7741
Kia,Optima,2007,Semi-Automatic,271987,4960
Ford,Focus,2015,Automatic,36038,13379
Hyundai,Sonata,2007,Automatic,167698,6546
Honda,Civic,2021,Semi-Automatic,299534,6109
Audi,Q5,2014,Semi-Automatic,96388,7472
Ford,Fiesta,2022,Semi-Automatic,184018,10819
Volkswagen,Tiguan,2014,Semi-Automatic,70218,11795
Volkswagen,Golf,2019,Manual,17084,13858
Hyundai,Tucson,2011,Manual,205090,4798
Honda,Accord,2021,Manual,279200,10516
Toyota,Corolla,2014,Automatic,66560,10868
Chevrolet,Malibu,2005,Semi-Automatic,28310,8233
Audi,A3,2012,Semi-Automatic,224164,6016
Ford,Focus,2004,Automatic,281063,2478
Ford,Explorer,2010,Semi-Automatic,47989,7140
Hyundai,Elantra,2005,Semi-Automatic,189191,6716
BMW,5 Series,2010,Manual,12730,10745
Chevrolet,Equinox,2002,Semi-Automatic,41238,7275
Kia,Optima,2010,Automatic,274652,5506
Volkswagen,Passat,2001,Manual,287320,4153
Volkswagen,Golf,2012,Semi-Automatic,200782,8784
Ford,Focus,2004,Semi-Automatic,227276,2454
Ford,Fiesta,2013,Automatic,30705,12185
BMW,X5,2002,Manual,288979,2220
Audi,A3,2001,Manual,128507,4729
Ford,Focus,2018,Automatic,95603,13987
Audi,A3,2003,Automatic,17382,7752
Volkswagen,Tiguan,2005,Manual,192683,3846
Toyota,RAV4,2021,Semi-Automatic,287595,8948
Hyundai,Tucson,2012,Automatic,26324,13773
Chevrolet,Impala,2013,Semi-Automatic,178881,8522
Honda,Civic,2022,Semi-Automatic,28519,14829
Kia,Optima,2022,Semi-Automatic,216164,8576
Honda,CR-V,2012,Manual,137306,11753
Audi,Q5,2015,Manual,72661,11846
Toyota,Camry,2019,Automatic,21694,15366
BMW,X5,2000,Manual,224667,2000
BMW,5 Series,2011,Manual,152438,10951
Audi,A3,2010,Automatic,282744,5545
Chevrolet,Impala,2017,Automatic,94622,10107
Toyota,Camry,2001,Semi-Automatic,243085,4938
Hyundai,Elantra,2009,Manual,156159,7076
BMW,3 Series,2021,Semi-Automatic,85961,12480
BMW,3 Series,2000,Manual,52735,9045
Mercedes,C-Class,2008,Manual,13436,10131
Volkswagen,Tiguan,2000,Manual,3960,8320
Honda,Accord,2012,Manual,250415,5891
Volkswagen,Tiguan,2018,Manual,256752,5564
Chevrolet,Impala,2014,Manual,249726,10205
Chevrolet,Malibu,2002,Semi-Automatic,194326,5013
Hyundai,Elantra,2016,Manual,123202,12735
Mercedes,E-Class,2019,Manual,162928,13141
Honda,CR-V,2001,Automatic,22996,7640
Volkswagen,Tiguan,2000,Manual,124441,4111
Audi,Q5,2021,Manual,131915,14161
Ford,Explorer,2004,Automatic,109854,6102
Chevrolet,Malibu,2005,Automatic,80842,9083
Volkswagen,Tiguan,2008,Automatic,47315,10753
BMW,3 Series,2013,Semi-Automatic,295843,5183
Chevrolet,Impala,2012,Manual,132867,8042
Hyundai,Elantra,2021,Manual,80426,12991
Toyota,Camry,2007,Manual,187853,8342
Audi,A3,2011,Semi-Automatic,24620,9207
Honda,Accord,2015,Manual,287534,9449
Mercedes,C-Class,2000,Semi-Automatic,159448,4911
BMW,5 Series,2014,Semi-Automatic,242002,6559
Hyundai,Elantra,2010,Manual,53796,9724
Kia,Rio,2003,Automatic,3214,9335
Volkswagen,Golf,2001,Manual,274678,3606
Hyundai,Tucson,2020,Manual,196637,11567
Mercedes,GLA,2013,Semi-Automatic,200557,8888
Kia,Rio,2005,Semi-Automatic,84833,9203
Mercedes,E-Class,2019,Semi-Automatic,259731,7305
Toyota,RAV4,2023,Semi-Automatic,240972,8580
Ford,Fiesta,2013,Semi-Automatic,271069,7278
BMW,5 Series,2002,Semi-Automatic,197991,3040
Toyota,Corolla,2012,Automatic,141669,11166
Chevrolet,Equinox,2019,Manual,266566,8268
Volkswagen,Golf,2011,Manual,265824,5883
Mercedes,C-Class,2015,Manual,94668,11706
Toyota,Camry,2010,Semi-Automatic,112242,10555
Kia,Rio,2013,Automatic,213200,8636
Chevrolet,Malibu,2016,Semi-Automatic,42849,11843
Honda,Accord,2018,Semi-Automatic,114519,9009
Volkswagen,Tiguan,2004,Automatic,105124,6097
Chevrolet,Malibu,2014,Manual,181873,7462
Ford,Focus,2010,Semi-Automatic,271568,3468
Hyundai,Elantra,2004,Semi-Automatic,112186,4956
Chevrolet,Impala,2011,Semi-Automatic,42008,8359
Ford,Focus,2010,Automatic,286041,7879
Kia,Optima,2023,Semi-Automatic,156622,11567
Chevrolet,Impala,2004,Automatic,31309,9373
Mercedes,GLA,2020,Manual,112165,11956
Audi,A3,2009,Semi-Automatic,125102,8697
Kia,Sportage,2022,Manual,34636,12007
Chevrolet,Equinox,2017,Manual,188995,11120
Ford,Fiesta,2004,Automatic,162517,8649
Honda,Civic,2011,Manual,113336,7533
BMW,3 Series,2009,Semi-Automatic,22913,8241
BMW,3 Series,2012,Automatic,293559,9128
Honda,Civic,2016,Semi-Automatic,175145,8397
Hyundai,Sonata,2015,Automatic,276921,9561
BMW,3 Series,2023,Semi-Automatic,297597,10348
Toyota,RAV4,2007,Automatic,55525,12989
BMW,3 Series,2003,Manual,221213,5475
Chevrolet,Impala,2005,Automatic,83483,10730
Hyundai,Sonata,2002,Semi-Automatic,122439,5251
Honda,Accord,2002,Manual,216957,4460
Toyota,Corolla,2005,Semi-Automatic,139937,5401
Audi,A3,2015,Semi-Automatic,209358,8112
Chevrolet,Equinox,2006,Automatic,224114,7717
Toyota,RAV4,2009,Semi-Automatic,110879,10482
Toyota,RAV4,2022,Semi-Automatic,124573,9208
Chevrolet,Impala,2004,Manual,40779,5784
Kia,Sportage,2017,Manual,83450,12731
Toyota,Corolla,2023,Manual,75435,13491
Toyota,RAV4,2014,Semi-Automatic,216123,9977
Mercedes,E-Class,2017,Semi-Automatic,229816,10703
BMW,5 Series,2000,Semi-Automatic,278310,2000
BMW,5 Series,2004,Manual,196545,6069
BMW,3 Series,2012,Semi-Automatic,185073,7998
Audi,A3,2022,Manual,259968,7700
Kia,Sportage,2020,Semi-Automatic,103894,13422
BMW,5 Series,2003,Semi-Automatic,143584,5428
Kia,Rio,2010,Automatic,167567,10248
Ford,Focus,2002,Automatic,182859,4342
Hyundai,Sonata,2012,Semi-Automatic,163639,9127
Ford,Explorer,2006,Manual,181025,8179
Honda,Accord,2012,Semi-Automatic,231368,8572
Chevrolet,Equinox,2013,Semi-Automatic,281563,6068
Audi,Q5,2019,Semi-Automatic,61680,11766
BMW,3 Series,2013,Automatic,121063,11278
Ford,Focus,2018,Automatic,292022,9459
Honda,CR-V,2016,Automatic,95176,13996
Chevrolet,Malibu,2014,Manual,81794,11064
Ford,Explorer,2023,Manual,205866,9882
Hyundai,Tucson,2006,Manual,24121,8717
Audi,Q5,2004,Manual,296742,2165
Honda,Civic,2001,Automatic,85799,6384
Mercedes,C-Class,2010,Manual,239416,4111
Hyundai,Elantra,2006,Semi-Automatic,183546,4329
Ford,Fiesta,2018,Semi-Automatic,177936,9641
Audi,A3,2008,Automatic,10998,13080
Kia,Optima,2010,Semi-Automatic,190927,7181
Honda,CR-V,2020,Semi-Automatic,213276,10834
Mercedes,E-Class,2014,Manual,171872,8662
Toyota,Camry,2022,Semi-Automatic,16671,15766
Kia,Sportage,2012,Automatic,239265,7914
BMW,X5,2013,Semi-Automatic,137384,7152
Ford,Focus,2017,Automatic,48301,13833
Toyota,RAV4,2004,Automatic,129753,6604
Chevrolet,Impala,2023,Automatic,192182,13156
Honda,Accord,2014,Manual,224542,7109
Chevrolet,Malibu,2001,Automatic,186492,6570
Hyundai,Sonata,2017,Semi-Automatic,262794,7544
Toyota,Corolla,2000,Manual,247001,3659
Chevrolet,Equinox,2009,Automatic,35087,12098
Chevrolet,Equinox,2013,Manual,120114,7897
Kia,Sportage,2020,Automatic,52571,14048
BMW,X5,2003,Automatic,49421,9611
Audi,A4,2000,Semi-Automatic,176912,4861
Volkswagen,Golf,2010,Semi-Automatic,230782,5584
Chevrolet,Impala,2009,Automatic,192593,7948
Chevrolet,Impala,2014,Semi-Automatic,10672,11186
Toyota,Camry,2010,Automatic,240407,7291
Honda,Civic,2018,Manual,286878,7462
Kia,Sportage,2019,Semi-Automatic,26192,10576
Chevrolet,Equinox,2004,Manual,249318,2813
Volkswagen,Passat,2023,Automatic,32598,15448
Kia,Rio,2010,Automatic,175065,9898
BMW,X5,2005,Manual,206385,3972
Kia,Sportage,2009,Manual,212334,7453
BMW,5 Series,2004,Manual,222937,3241
Toyota,Camry,2009,Semi-Automatic,74482,9110
BMW,5 Series,2001,Manual,228131,5137
Chevrolet,Malibu,2016,Automatic,199029,11019
Honda,Accord,2000,Manual,285922,4581
Toyota,Corolla,2023,Manual,26460,15170
BMW,5 Series,2015,Automatic,76995,10360
Mercedes,GLA,2003,Manual,294888,2000
BMW,X5,2000,Automatic,65733,7085
Mercedes,E-Class,2014,Automatic,215666,9686
Audi,A4,2023,Manual,130279,11794
Mercedes,E-Class,2009,Automatic,251891,9662
Honda,CR-V,2009,Automatic,115405,8291
Audi,A3,2016,Semi-Automatic,137610,11847
Volkswagen,Passat,2017,Automatic,297508,9549
Chevrolet,Equinox,2008,Manual,134214,10615
Hyundai,Elantra,2016,Manual,187053,9458
Volkswagen,Passat,2007,Automatic,28420,11831
Kia,Optima,2012,Semi-Automatic,200323,6093
Chevrolet,Equinox,2011,Semi-Automatic,89049,10119
Ford,Fiesta,2005,Automatic,224243,7215
BMW,5 Series,2007,Automatic,134697,9406
Kia,Sportage,2017,Semi-Automatic,108479,9730
Mercedes,GLA,2012,Semi-Automatic,287727,3545
Hyundai,Elantra,2005,Automatic,76250,9275
Audi,A3,2018,Manual,46165,12976
Volkswagen,Tiguan,2005,Semi-Automatic,284026,4119
BMW,3 Series,2023,Automatic,174102,12017
Ford,Fiesta,2019,Manual,8168,13936
BMW,X5,2006,Automatic,182367,8452
Hyundai,Tucson,2002,Manual,31239,8875
Audi,A4,2001,Manual,194851,6202
BMW,5 Series,2012,Semi-Automatic,90604,9487
Volkswagen,Passat,2016,Semi-Automatic,129525,8709
Ford,Fiesta,2006,Automatic,154963,7500
Volkswagen,Passat,2005,Semi-Automatic,238981,5320
Volkswagen,Passat,2003,Automatic,296836,5563
Volkswagen,Tiguan,2011,Semi-Automatic,199966,6000
Ford,Focus,2003,Manual,177271,8054
Hyundai,Tucson,2001,Semi-Automatic,142032,3959
BMW,X5,2008,Semi-Automatic,39867,8102
Toyota,RAV4,2006,Manual,170302,5793
Hyundai,Elantra,2008,Automatic,31509,12469
Volkswagen,Passat,2023,Automatic,144501,13209
Audi,Q5,2012,Manual,13326,10533
Honda,Accord,2008,Semi-Automatic,244578,5308
Volkswagen,Tiguan,2012,Manual,156174,8976
Chevrolet,Impala,2022,Semi-Automatic,127605,12847
Volkswagen,Passat,2005,Semi-Automatic,151586,7168
BMW,5 Series,2002,Semi-Automatic,217378,2052
Honda,Civic,2003,Automatic,150771,6784
BMW,5 Series,2018,Automatic,10609,12987
Hyundai,Tucson,2007,Automatic,209582,9208
Ford,Fiesta,2006,Manual,252598,6148
Hyundai,Tucson,2017,Semi-Automatic,296186,7276
Chevrolet,Impala,2010,Automatic,892,12282
Mercedes,E-Class,2020,Manual,232526,11249
Hyundai,Tucson,2000,Manual,47029,6859
Chevrolet,Malibu,2013,Manual,174642,7807
BMW,5 Series,2018,Automatic,157385,13752
Audi,A4,2023,Automatic,128040,13139
Hyundai,Sonata,2010,Automatic,112202,8955
Chevrolet,Malibu,2018,Automatic,91539,12769
Honda,Accord,2009,Automatic,129335,10313
Audi,A3,2006,Semi-Automatic,269369,3012
Mercedes,GLA,2012,Manual,136462,8170
BMW,5 Series,2014,Semi-Automatic,18632,11627
Ford,Fiesta,2008,Automatic,277355,5152
Audi,Q5,2000,Automatic,77141,10157
Audi,Q5,2009,Manual,169904,8201
Audi,Q5,2016,Manual,283526,8329
Hyundai,Elantra,2019,Automatic,179482,11910
Ford,Focus,2020,Manual,72765,13344
Audi,A3,2016,Manual,131640,10667
Kia,Optima,2000,Semi-Automatic,179632,4407
Volkswagen,Tiguan,2022,Manual,276686,7866
Honda,CR-V,2021,Automatic,295825,8283
Audi,A3,2009,Manual,93013,9839
Toyota,RAV4,2011,Semi-Automatic,274848,4403
Ford,Fiesta,2004,Automatic,212546,8349
Audi,A3,2015,Semi-Automatic,101708,10665
Ford,Explorer,2006,Semi-Automatic,107228,5755
Audi,A3,2014,Manual,36393,11372
Volkswagen,Golf,2007,Semi-Automatic,1396,13172
Hyundai,Sonata,2011,Semi-Automatic,177856,9842
Audi,Q5,2017,Manual,79782,9704
Volkswagen,Tiguan,2004,Manual,191971,5760
Hyundai,Tucson,2002,Manual,10637,9987
Hyundai,Sonata,2012,Manual,61142,10277
Ford,Focus,2012,Manual,257885,5642
Mercedes,C-Class,2019,Manual,38471,15530
Volkswagen,Passat,2007,Automatic,37822,12343
Chevrolet,Impala,2022,Manual,289855,7302
Audi,A4,2005,Semi-Automatic,257620,3847
Honda,Civic,2020,Manual,213924,12421
Mercedes,E-Class,2012,Manual,120075,10298
Audi,Q5,2005,Manual,16573,7768
Kia,Optima,2009,Automatic,73847,12423
Honda,Civic,2016,Manual,175047,7999
Hyundai,Sonata,2019,Semi-Automatic,22226,13355
Hyundai,Sonata,2015,Automatic,246108,8977
Hyundai,Elantra,2008,Manual,63717,11225
Toyota,Corolla,2017,Manual,50056,11798
Honda,Civic,2002,Automatic,224180,3916
Chevrolet,Malibu,2014,Semi-Automatic,224055,5518
Ford,Explorer,2014,Automatic,85335,9293
Ford,Fiesta,2004,Automatic,183828,6823
BMW,5 Series,2017,Automatic,58491,13930
Ford,Focus,2022,Manual,193179,11636
Honda,Civic,2023,Manual,214496,10410
Toyota,RAV4,2020,Automatic,227454,9450
Honda,Accord,2001,Semi-Automatic,280901,2981
Toyota,RAV4,2003,Automatic,295758,2384
Kia,Rio,2021,Semi-Automatic,234683,12106
Honda,CR-V,2002,Manual,13568,6728
Honda,Civic,2013,Semi-Automatic,210826,5683
Chevrolet,Impala,2009,Semi-Automatic,159746,7705
Volkswagen,Golf,2006,Semi-Automatic,82166,5356
Kia,Rio,2014,Automatic,170507,7489
Mercedes,GLA,2017,Semi-Automatic,112955,11140
Ford,Explorer,2023,Semi-Automatic,58921,16421
Chevrolet,Malibu,2003,Manual,244924,4501
BMW,3 Series,2013,Semi-Automatic,287126,8457
BMW,3 Series,2003,Semi-Automatic,83206,8535
Volkswagen,Passat,2006,Semi-Automatic,280369,5092
Honda,CR-V,2020,Semi-Automatic,27082,12258
Honda,Civic,2007,Automatic,272168,5356
Mercedes,E-Class,2022,Manual,273128,7637
Ford,Fiesta,2010,Automatic,277713,8545
Volkswagen,Tiguan,2019,Manual,94672,11606
Hyundai,Tucson,2001,Manual,281172,2000
Honda,Accord,2023,Automatic,179716,13805
Audi,A3,2009,Manual,97455,7650
BMW,5 Series,2009,Manual,171748,6465
Kia,Optima,2005,Manual,230974,6180
Kia,Sportage,2008,Manual,277020,5459
Audi,A3,2012,Manual,72078,8858
BMW,X5,2014,Semi-Automatic,10246,11895
Chevrolet,Malibu,2004,Semi-Automatic,135181,4896
Honda,CR-V,2001,Semi-Automatic,237884,2042
Toyota,RAV4,2009,Semi-Automatic,60690,10386
Honda,Civic,2006,Semi-Automatic,222317,4753
Hyundai,Sonata,2008,Automatic,179164,7616
Chevrolet,Impala,2009,Automatic,275673,7186
BMW,5 Series,2002,Semi-Automatic,217682,3746
Volkswagen,Tiguan,2009,Manual,211596,7268
Hyundai,Tucson,2010,Manual,210517,4689
Honda,CR-V,2021,Semi-Automatic,231634,10467
Kia,Sportage,2019,Manual,234529,6609
Ford,Explorer,2017,Semi-Automatic,64381,12112
BMW,3 Series,2012,Semi-Automatic,11943,13461
Honda,Accord,2006,Automatic,13116,9037
Volkswagen,Golf,2002,Automatic,237667,7146
Kia,Sportage,2012,Automatic,248095,6738
Mercedes,E-Class,2007,Manual,220144,7297
Audi,A4,2012,Manual,168254,5834
Ford,Focus,2017,Manual,97401,10251
Chevrolet,Equinox,2008,Manual,184428,6311
Ford,Focus,2003,Automatic,71321,9273
Volkswagen,Passat,2002,Manual,1576,9968
Ford,Explorer,2021,Manual,254658,7706
Kia,Rio,2009,Manual,13969,8920
Ford,Explorer,2004,Manual,275625,2000
Volkswagen,Tiguan,2008,Manual,98703,8425
Toyota,Corolla,2016,Semi-Automatic,284065,6518
Volkswagen,Passat,2005,Semi-Automatic,131461,6970
Mercedes,E-Class,2023,Manual,142491,10050
Chevrolet,Equinox,2008,Automatic,19407,11311
Ford,Focus,2019,Semi-Automatic,21304,14873
Honda,Civic,2020,Automatic,179602,12107
Kia,Sportage,2003,Automatic,4842,12503
Chevrolet,Malibu,2010,Semi-Automatic,206820,6063
Volkswagen,Golf,2000,Semi-Automatic,268243,4135
